safe_idx,click_predictions_mean,click_predictions_std,click,opt_prices,payprice,slotprice,payprice_predictions_mean,payprice_predictions_std
334,0.0,1.0,1,11.468492779274358,160,70,66.48848750890885,0.1436123714750939
338,0.0,1.000001706703266e-05,0,11.458899482440133,70,70,69.99999999977051,1.0000000413701846e-05
356,1.0,0.3318598561661264,0,118.7108826598598,70,70,69.80377698569477,0.22078140305700747
360,0.0,1.000001151592547e-05,0,10.840197279796234,70,70,69.99999999554338,9.999994862585412e-06
362,0.0,0.9999999893988607,1,1.5438120864652456,174,5,-2.6502217523996423,0.9846033665232363
370,0.0,0.9999999703066874,1,0.5056191381511974,41,0,-0.009001408761445475,0.9999998775991411
373,0.0,1.0,1,-0.999627752831113,50,20,9.242512186032215e-35,1.0
376,0.0,0.9999999996177525,1,11.297357590772002,121,0,54.317782460055284,0.5288499619178616
378,0.0,5.000011309068384e-06,0,10.997088347625803,70,70,69.99999999917081,5.000000206850923e-06
380,0.0,2.886751465373565e-06,0,12.159554335901648,70,70,70.0000000003304,2.886751465373565e-06
383,1.0,0.9034575967337026,1,123.52224913310047,70,70,36.60787604105033,0.8708592701734206
389,0.0,1.0,1,-0.21909686624820254,106,70,2.3413538936338017e-09,1.0
394,0.0,2.886751465373565e-06,0,11.150486937635206,70,70,70.0000000003304,2.886751465373565e-06
401,0.0,2.886751465373565e-06,0,13.680441282527399,70,70,70.0000000003304,2.886751465373565e-06
406,0.0,0.3566209213493284,1,11.043422170010661,64,0,59.93559196844415,0.35068463626231755
417,1.0,0.7221207928479138,1,149.2303523987848,70,70,55.47843554964213,0.6144324809231543
424,1.0,0.763228775842515,1,181.33190737091013,70,70,52.21077879508589,0.6677829006150795
428,0.0,0.9999999930038138,1,-1.2344788939195164,30,31,0.0002197232754587247,0.9999999999903443
435,0.0,1.0,1,0.7202952528982977,50,20,1.285769599017788e-34,1.0
439,0.0,2.886751465373565e-06,0,12.497628121612925,70,70,70.0000000003304,2.886751465373565e-06
440,0.0,0.9999999557317298,1,12.55622506837373,51,0,12.055583347475716,0.9280633864427824
444,0.0,1.0,1,-1.8138097791168333,50,20,1.3926360547105558e-34,1.0
447,0.0,0.9999999937119596,1,-1.5506607407624933,50,50,9.871798155202688e-05,0.9999999999984848
452,0.0,2.886751465373565e-06,0,12.354837513439207,70,70,70.0000000003304,2.886751465373565e-06
453,0.0,5.000011309068384e-06,0,13.169681926908078,70,70,69.99999999917081,5.000000206850923e-06
456,0.0,0.9999999937119596,1,-1.159898607645728,50,50,9.871798155202688e-05,0.9999999999984848
463,0.0,1.000001151592547e-05,0,12.824908180657458,70,70,69.99999999554338,9.999994862585412e-06
473,0.0,5.000011309068384e-06,0,12.78788492633752,70,70,69.99999999917081,5.000000206850923e-06
476,0.0,2.886751465373565e-06,0,12.716431955938788,70,70,70.0000000003304,2.886751465373565e-06
492,0.0,0.9999999999999939,1,13.021900276222883,65,0,57.80538325913511,0.9223869977050282
503,0.0,2.886751465373565e-06,0,13.181796648114462,70,70,70.0000000003304,2.886751465373565e-06
520,0.0,0.9999999999999999,1,12.02208876389441,15,0,28.65664721982064,0.9797169596047798
526,0.0,0.9999999983816454,1,-0.6866804703663335,70,70,5.951701413977859e-06,0.9999999999999929
542,0.0,0.9999999983816454,1,-1.6363939248275745,70,70,5.951701413977859e-06,0.9999999999999929
543,0.0,0.9999977764485166,1,12.68012866728092,65,0,37.25511762550273,0.9654671996620747
562,0.0,0.9999999999981518,1,12.105430587735688,112,0,42.31652910768774,0.9567942213060995
563,1.0,1.0000000413701846e-05,1,283.45628342565334,15,5,14.999999998677422,1.0000005964815199e-05
566,1.0,1.0000000413701846e-05,1,283.35133134328146,143,5,142.99999998570001,1.0000000413701846e-05
589,0.0,2.886751465373565e-06,0,12.731453280582588,70,70,70.0000000003304,2.886751465373565e-06
591,0.0,2.886751465373565e-06,0,12.965618895450703,70,70,70.0000000003304,2.886751465373565e-06
594,0.0,7.071068104396856e-06,0,13.176918337854671,64,0,63.9999999968,7.071068104396856e-06
595,0.0,1.0,1,0.5900573873828081,44,5,4.8964836064596535e-65,1.0
598,1.0,0.9952466895431719,1,45.65547053578751,80,70,38.80698296910359,0.7748809350392437
602,0.0,0.9999999999999939,1,12.545094702885683,65,0,57.80538325913511,0.9223869977050282
623,0.0,0.9999999999999996,1,-1.005291613396804,69,5,-3.9204101054734775,0.8597646719632183
629,1.0,1.0000000413701846e-05,1,277.1533342316721,59,59,58.999999994099994,1.0000000413701846e-05
634,0.0,1.0,1,-0.9743970039098908,50,20,1.285769599017788e-34,1.0
637,0.0,0.9999999325019041,1,15.511261611821784,44,5,126.73640743649601,0.5279402440997902
643,1.0,0.9012030645061916,1,129.0561539367114,70,70,39.081867822078806,0.8664553492889073
647,0.0,2.886751465373565e-06,0,14.096815463882063,70,70,70.0000000003304,2.886751465373565e-06
653,1.0,0.9985724747446245,1,29.26649056339441,65,0,33.80006559541344,0.8938988911828558
661,0.0,0.999974594623234,1,15.661805311068207,34,0,40.6800873353189,0.9629444984501743
665,1.0,0.4709262597744735,1,249.77793725481078,80,80,74.91948897901909,0.3506846363248397
686,0.0,1.0,1,-0.6453008731172675,143,5,0.0,1.0
687,0.0,5.000011309068384e-06,0,14.317548285070533,70,70,69.99999999917081,5.000000206850923e-06
697,1.0,0.9939281345702244,1,28.042957925051475,80,80,7.3632779571839695,0.997333006979711
701,0.0,2.886751465373565e-06,0,12.836234305293022,70,70,70.0000000003304,2.886751465373565e-06
706,1.0,0.740853821712504,1,185.49649072983752,70,70,53.524192393174275,0.6389835876772325
714,1.0,0.7221207928479138,1,149.9033276032594,70,70,55.47843554964213,0.6144324809231543
724,1.0,1.0000000413701846e-05,1,284.20121485494843,20,5,20.000000001902684,1.0000000413701846e-05
745,0.0,5.000011309068384e-06,0,13.230345551500372,70,70,69.99999999917081,5.000000206850923e-06
746,0.0,1.000001151592547e-05,0,13.258036529786374,70,70,69.99999999554338,9.999994862585412e-06
762,1.0,0.6841149523891467,1,206.28406986084525,70,70,57.60141428825505,0.5704481813689491
764,1.0,1.0000005964815199e-05,1,284.9935124810307,70,70,69.99999999659363,1.0000000413701846e-05
766,0.0,0.9999999999999999,1,13.88396320872542,15,0,28.65664721982064,0.9797169596047798
784,1.0,0.9779975005862738,1,51.71335836092158,148,0,28.757713929105023,0.9453937153307644
785,1.0,1.0000005964815199e-05,1,285.76539870415905,70,70,69.99999999305656,1.0000005964815199e-05
791,0.0,2.886751465373565e-06,0,13.060415567655243,70,70,70.0000000003304,2.886751465373565e-06
794,0.0,1.0,1,0.28229757097836927,221,39,1.937771418695291e-10,1.0
807,0.0,5.000011309068384e-06,0,12.229179226874246,70,70,69.99999999917081,5.000000206850923e-06
811,1.0,0.9989733736489196,1,13.270197644915632,142,0,9.158276609118523,0.9651074367128278
822,0.0,1.0,1,-0.5575959619572656,50,20,9.242512186032215e-35,1.0
823,0.0,2.886751465373565e-06,0,13.995498247111549,70,70,70.0000000003304,2.886751465373565e-06
826,0.0,0.9999999999999994,1,-0.6778031973340979,50,50,1.1797703393850575e-27,1.0
838,0.0,0.9999999996177525,1,12.583360263001323,121,0,54.317782460055284,0.5288499619178616
849,0.0,0.9999999983816454,1,0.12147592474127848,70,70,5.951701413977859e-06,0.9999999999999929
850,0.0,0.9999803279693739,1,2.0554295882243565,51,0,1.6506247012789756,0.9998874345365169
853,0.0,1.000001151592547e-05,0,12.013385708411512,70,70,69.99999999554338,9.999994862585412e-06
859,1.0,0.35377346103548124,0,23.693903354653894,70,70,67.740820045645,0.25200473741299356
867,1.0,0.3318598561661264,0,120.18602600908926,70,70,69.80377698569477,0.22078140305700747
874,0.0,1.0,1,13.110507125654992,76,0,43.82735377988938,0.9440724633913267
877,1.0,0.9998805069180484,1,10.939063159221199,63,0,10.925604093951101,0.9413202060112487
880,1.0,0.9779975005862738,1,51.84873228807429,148,0,28.757713929105023,0.9453937153307644
905,0.0,2.886751465373565e-06,0,12.882292594287295,70,70,70.0000000003304,2.886751465373565e-06
919,0.0,2.886751465373565e-06,0,14.137927349313182,70,70,70.0000000003304,2.886751465373565e-06
920,0.0,0.9999803279693739,1,2.155336319646863,51,0,1.6506247012789756,0.9998874345365169
944,1.0,0.9939279273376328,1,27.404813795391632,80,80,7.363891215154983,0.9973330822927755
948,0.0,1.0,1,-0.17854551193642718,42,5,2.330918514898586e-67,1.0
952,1.0,0.5466153786370844,1,238.15818348668392,70,70,63.48309585534012,0.42269281785883134
956,0.0,2.886751465373565e-06,0,13.258965624357208,70,70,70.0000000003304,2.886751465373565e-06
959,1.0,0.9973469690602196,1,14.257315579851452,80,80,4.146260967604055,0.9992157890713238
970,0.0,2.886751465373565e-06,1,13.22845450493213,70,70,69.85425284971896,0.21205550484008442
971,0.0,5.000011309068384e-06,0,13.444533969883528,70,70,69.99999999917081,5.000000206850923e-06
986,1.0,0.9034575967337026,1,124.43984118087954,70,70,36.60787604105033,0.8708592701734206
1014,0.0,1.0,1,-0.6130601533171243,143,5,0.0,1.0
1020,0.0,2.886751465373565e-06,0,14.403326375295459,70,70,70.0000000003304,2.886751465373565e-06
1023,0.0,0.9999803279693739,1,1.3422003616912102,51,0,1.6506247012789756,0.9998874345365169
1030,1.0,0.8157877831352559,1,159.474137614043,13,5,15.24194110847813,0.6371218266051231
1037,1.0,0.915129841087889,1,128.9165907281108,70,70,37.38802786985189,0.8781348894057724
1043,1.0,1.0000000413701846e-05,1,279.478868392048,150,5,149.99999998452034,9.999989311465896e-06
1049,0.0,0.9999999703066874,1,0.3140322467449152,41,0,-0.009001408761445475,0.9999998775991411
1052,0.0,2.886751465373565e-06,0,17.57020638684317,70,70,70.0000000003304,2.886751465373565e-06
1053,0.0,0.9999999999983955,1,13.027556068597436,95,0,50.05104548895786,0.936746969474356
1054,0.0,0.9999999325019041,1,13.153970560571317,44,5,126.73640743649601,0.5279402440997902
1065,0.0,2.886751465373565e-06,0,12.99997709128764,70,70,70.0000000003304,2.886751465373565e-06
1085,0.0,0.9999997209689817,1,5.265753244629116,46,0,5.451789788465727,0.9992920219445284
1089,1.0,0.9999239185287988,1,16.577922381579775,61,0,23.13678754353956,0.9263367404786306
1093,0.0,2.886751465373565e-06,0,12.8678992068458,70,70,70.0000000003304,2.886751465373565e-06
1098,0.0,1.000001151592547e-05,0,12.834772143381386,70,70,69.99999999554338,9.999994862585412e-06
1111,0.0,2.886751465373565e-06,0,12.793187972768868,70,70,70.0000000003304,2.886751465373565e-06
1116,0.0,2.886751465373565e-06,0,12.704103465783644,70,70,70.0000000003304,2.886751465373565e-06
1131,0.0,0.9999999999999999,1,2.373747468476226,201,0,1.0935384749427088,0.9626545481437242
1138,0.0,1.0,1,-0.9189329960863428,140,140,1.1114959283901022e-259,1.0
1140,0.0,5.000011309068384e-06,0,11.105633047464002,70,70,69.99999999917081,5.000000206850923e-06
1143,0.0,5.000011309068384e-06,0,11.767537843265483,70,70,69.99999999917081,5.000000206850923e-06
1147,0.0,0.9999999999998289,1,-1.7239171347356015,111,5,-1.487001335226303,0.9958624328803447
1160,0.0,2.886751465373565e-06,0,12.363548100660896,70,70,70.0000000003304,2.886751465373565e-06
1171,0.0,5.000011309068384e-06,0,12.100613664642726,70,70,69.99999999917081,5.000000206850923e-06
1188,0.0,0.999998180882934,1,-1.3147953274925008,145,0,-0.024019363430324535,0.9999991238700501
1197,0.0,2.886751465373565e-06,0,12.69053160709971,70,70,70.0000000003304,2.886751465373565e-06
1222,0.0,0.9999997209689817,1,5.588914580621601,46,0,5.451789788465727,0.9992920219445284
1229,0.0,2.886751465373565e-06,0,12.646551753990979,70,70,70.0000000003304,2.886751465373565e-06
1235,0.0,1.0,1,-1.0282802658401435,50,20,1.3282456555152442e-34,1.0
1237,0.0,0.9999999999848975,1,12.45771758771594,95,5,60.941125050406654,0.9046524430806095
1239,0.0,0.9999999998968441,1,-0.31489115433003945,75,70,5.951701413977859e-06,0.9999999999999929
1240,1.0,0.740853821712504,1,185.90796716277887,70,70,53.524192393174275,0.6389835876772325
1244,1.0,0.9973469690602196,1,12.181035868751612,80,80,4.146260967604055,0.9992157890713238
1266,1.0,1.0000000413701846e-05,1,286.3453726979023,150,5,149.99999998452034,9.999989311465896e-06
1267,1.0,0.907037897234579,1,95.38419524874993,70,70,35.439290852129616,0.8376788160889816
1281,1.0,0.9034575967337026,1,125.52524215653133,70,70,36.60787604105033,0.8708592701734206
1283,0.0,2.886751465373565e-06,0,14.091205757380301,70,70,70.0000000003304,2.886751465373565e-06
1292,1.0,0.7471265188855382,1,159.59685402718603,70,70,50.96649351610945,0.5565887315719873
1294,0.0,1.000001151592547e-05,0,14.541016712534105,70,70,69.99999999554338,9.999994862585412e-06
1295,1.0,0.9682458877336948,1,64.97770517040864,18,0,11.289976797813432,0.9372079453204036
1296,0.0,2.886751465373565e-06,0,13.51948766369033,70,70,70.0000000003304,2.886751465373565e-06
1308,0.0,7.071068104396856e-06,0,14.757708447933291,64,0,63.9999999968,7.071068104396856e-06
1316,1.0,0.7408885116192268,1,189.00958297552955,70,70,53.66426158418987,0.6390311248875984
1318,0.0,1.000001151592547e-05,0,13.42450576632169,70,70,69.99999999554338,9.999994862585412e-06
1322,0.0,1.0,1,14.118023108319237,160,70,56.356364167182754,0.6064427336490726
1326,1.0,0.3318598561661264,0,125.78959711230345,70,70,69.80377698569477,0.22078140305700747
1336,1.0,0.9584677239163703,1,78.49393868986563,15,0,14.999999999720437,7.071075954854467e-06
1340,0.0,0.9999999952090142,0,11.889224123921673,70,70,70.00000000056815,1.561781029818671e-06
1343,0.0,0.9999779964918298,1,16.230476769730476,41,0,40.99999999795005,7.071068104396856e-06
1345,0.0,0.9999999952090142,0,12.804890558832323,70,70,70.00000000056815,1.561781029818671e-06
1351,0.0,0.9999999952090142,0,13.648613263787029,70,70,70.00000000056815,1.561781029818671e-06
1356,0.0,0.9999999952090142,0,14.326809088046526,70,70,70.00000000056815,1.561781029818671e-06
1367,0.0,0.9999999953011228,0,14.049877794981024,70,70,69.99999999693712,3.535534052198428e-06
1370,0.0,1.0,1,14.0060986356007,174,5,173.99999999420098,5.773512545552158e-06
1384,0.0,0.9999999995668668,1,14.73550264581071,75,0,74.99999999261638,1.0000000413701846e-05
1394,0.0,0.9999999952090142,0,13.381066752146205,70,70,70.00000000056815,1.561781029818671e-06
1397,0.0,1.0,1,14.386708348136036,201,0,200.9999999799404,9.999994862585412e-06
1409,0.0,0.9999999952102341,0,14.388973744594058,70,70,69.99999999967841,7.071068104396856e-06
1415,0.0,0.999999999999997,1,14.272731092514734,112,0,111.99999999044302,1.0000000413701846e-05
1423,0.0,0.9999999952090142,0,14.269564209546933,70,70,70.00000000056815,1.561781029818671e-06
1426,0.0,1.0,1,0.2864336931171325,143,5,0.0,1.0
1443,0.0,1.0,1,16.147919127393862,201,0,200.9999999799404,9.999994862585412e-06
1453,0.0,0.9999999952090142,0,13.908795216502496,70,70,70.00000000056815,1.561781029818671e-06
1454,1.0,0.9875141354032053,1,50.21130516813734,20,5,19.999999999085674,7.071068104396856e-06
1457,0.0,1.0,1,-0.8232845029385215,61,0,0.0,1.0
1466,0.0,0.9999999951115691,1,14.538259442227426,70,70,82.87830548075972,0.8799516578370024
1467,0.0,0.9999999952305718,1,14.399166229885479,70,70,70.000000015478,5.773512545552158e-06
1468,0.0,1.0,1,14.3168990117489,160,70,159.99999998199883,9.999989311465896e-06
1469,0.0,0.9999999952206305,0,14.390005974971036,70,70,69.99999999986649,2.6726095624933452e-06
1472,0.0,0.9999999952090142,0,14.396271432863758,70,70,70.00000000056815,1.561781029818671e-06
1484,0.0,0.9999999952090142,0,14.41414533252454,70,70,70.00000000056815,1.561781029818671e-06
1487,0.0,0.9999999952090142,0,14.425667325328725,70,70,70.00000000056815,1.561781029818671e-06
1496,1.0,0.9995456956341449,1,11.820561822311543,32,5,10.105999300386006,0.8831921419557203
1508,0.0,1.0,1,14.220877614857494,171,162,170.99999998290002,1.0000000413701846e-05
1512,0.0,0.9999999952090142,0,14.418994914798803,70,70,70.00000000056815,1.561781029818671e-06
1515,0.0,0.9999999953011228,0,14.199771120914676,70,70,69.99999999693712,3.535534052198428e-06
1535,0.0,0.9999999955349961,1,14.00391295805761,69,5,46.01011917668538,0.9657985969923779
1539,0.0,0.9999999552482147,1,14.147820359521182,61,0,50.05341546277059,0.8890833847620339
1543,0.0,0.9999986492743925,1,14.686544192098411,50,50,49.999999994999996,1.0000000413701846e-05
1544,0.0,0.9999999952090142,0,15.027646100273747,70,70,70.00000000056815,1.561781029818671e-06
1551,0.0,0.9999999999999933,1,15.689036974779167,108,70,60.16343283344323,0.5111733899157097
1553,0.0,1.0,1,13.491067928507903,221,39,220.99999997790002,1.0000000413701846e-05
1561,0.0,0.9999999952090142,0,13.955125845560065,70,70,70.00000000056815,1.561781029818671e-06
1562,0.0,0.9999999952090142,0,12.96258587267134,70,70,70.00000000056815,1.561781029818671e-06
1567,0.0,0.9999999998421572,1,12.530949655401997,80,80,29.35495674023923,0.9589337425342436
1582,0.0,0.9999999999983828,1,-1.8138506696488024,90,80,1.2592815955136545e-12,1.0
1593,0.0,0.9999999995592265,1,13.434058793452548,76,0,17.351563417059666,0.9658595769175331
1594,1.0,0.9840494355484292,1,54.82793701456206,18,0,18.00000000475938,9.999989311465896e-06
1612,0.0,0.9999999951486219,1,13.58433825172699,70,70,51.11087095844965,0.8276545434304865
1617,0.0,0.9999999863307133,1,13.543668923347212,65,0,64.99999999451705,1.0000005964815199e-05
1618,0.0,0.9999999952206305,0,14.445711945173274,70,70,69.99999999986649,2.6726095624933452e-06
1619,0.0,0.9999999952090142,0,13.650158962571174,70,70,70.00000000056815,1.561781029818671e-06
1620,0.0,0.9999999951486219,1,14.334397941713258,70,70,51.11087095844965,0.8276545434304865
1627,0.0,0.9999990974821156,1,-0.8504469921909196,50,20,6.217269550068032e-06,0.9999999999999922
1638,0.0,0.9999987689942664,1,13.999538857013098,50,20,49.999999994999996,1.0000000413701846e-05
1646,0.0,0.999999999999244,1,13.32317425107464,95,5,94.99999999079147,1.0000005964815199e-05
1647,0.0,0.9999999952305718,0,13.857070230719053,70,70,69.99999999961824,5.7734837010890375e-06
1658,0.0,0.9999999918092675,1,0.9224778272876804,50,50,1.0796069340124971e-131,1.0
1660,0.0,1.0,1,13.285391840175265,201,0,200.9999999847128,1.000001706703266e-05
1662,0.0,0.9999999952090142,0,12.643701524050417,70,70,70.00000000056815,1.561781029818671e-06
1664,1.0,0.9666097780512095,1,86.4930006896779,15,5,38.13784079770533,0.8831966264878268
1667,0.0,0.9999999952206305,0,11.980471645875408,70,70,69.99999999986649,2.6726095624933452e-06
1668,0.0,0.9999999952090142,0,12.656594472620009,70,70,70.00000000056815,1.561781029818671e-06
1677,0.0,0.9999999952090142,0,13.02654507231133,70,70,70.00000000056815,1.561781029818671e-06
1690,0.0,0.9999999999983828,1,-0.01912470973531557,90,80,1.2592815955136545e-12,1.0
1694,0.0,0.9999999952206305,0,12.940605744221457,70,70,69.99999999986649,2.6726095624933452e-06
1700,0.0,0.9999999801938563,0,12.466881081919992,64,0,63.999999999860414,5.000000206850923e-06
1702,0.0,0.9999999952090142,0,12.38659009433107,70,70,70.00000000056815,1.561781029818671e-06
1704,0.0,0.9999884201134298,0,14.55565535088598,44,5,37.81701492801073,0.5111733899157097
1708,0.0,0.9999999952305718,0,11.619078170550614,70,70,69.99999999961824,5.7734837010890375e-06
1710,0.0,0.9999999952206305,0,11.63954041349663,70,70,62.68537389557644,0.5084531646003055
1712,1.0,0.9999448313659035,1,1.1137627551120735,38,5,0.4844792724665636,0.9999829856526679
1714,0.0,0.9999999999990703,1,-0.026895660669979695,92,80,7.481045580406527e-06,0.9999999999999942
1725,0.0,0.9999999952090142,0,13.801249660888718,70,70,70.00000000056815,1.561781029818671e-06
1729,0.0,0.9999999952206305,0,13.270408451803544,70,70,69.99999999986649,2.6726095624933452e-06
1737,1.0,0.9666097780512095,1,83.49255490317125,15,5,38.13784079770533,0.8831966264878268
1743,0.0,1.0,1,-1.295025837777803,61,0,0.0,1.0
1747,0.0,0.9999999999983828,1,-1.1418995711497004,90,80,1.2592815955136545e-12,1.0
1748,0.0,0.9999999388541969,1,12.820489743097166,61,0,73.34351754527371,0.8960112350468051
1754,0.0,0.9999999952090142,0,13.357824568926036,70,70,70.00000000056815,1.561781029818671e-06
1757,0.0,0.9999999952090142,0,13.386487815223859,70,70,70.00000000056815,1.561781029818671e-06
1759,1.0,0.9998968578142523,1,0.5409386645641951,30,31,9.357670734511446e-24,1.0
1760,0.0,0.9999999996020639,1,12.937377145434942,76,0,15.075698490818104,0.9456995720705864
1763,0.0,0.9999999952102341,0,14.394639478129102,70,70,69.99999999967841,7.071068104396856e-06
1766,0.0,0.9999986492743925,1,13.778796279069077,50,50,49.999999994999996,1.0000000413701846e-05
1769,0.0,0.9999999952090142,0,13.579253112189857,70,70,70.00000000056815,1.561781029818671e-06
1773,0.0,0.9999999998123656,1,14.471315324531346,80,70,79.99999999383796,9.999989311465896e-06
1779,0.0,0.9999999952090142,0,13.135616506359781,70,70,70.00000000056815,1.561781029818671e-06
1780,0.0,0.9999999952090142,0,13.138141810877165,70,70,70.00000000056815,1.561781029818671e-06
1781,0.0,0.9999999998253605,1,13.089281210098449,80,80,79.99999999539892,9.999983760343299e-06
1787,0.0,0.9999999952206305,0,13.110218158345576,70,70,69.99999999986649,2.6726095624933452e-06
1788,0.0,0.9999986492743925,1,14.061738219218853,50,50,49.999999994999996,1.0000000413701846e-05
1799,0.0,1.0,1,-1.347635616061803,102,5,0.0,1.0
1807,0.0,0.9999999996334358,1,12.748453067154834,75,70,69.99999999299999,1.0000000413701846e-05
1809,0.0,0.9999999953756834,1,13.180718643133913,70,70,69.99999999896619,1.0000005964815199e-05
1810,0.0,0.9999999952090142,0,13.179818364882486,70,70,70.00000000056815,1.561781029818671e-06
1825,0.0,0.9999999999990703,1,-1.008499738227781,92,80,7.481045580406527e-06,0.9999999999999942
1826,0.0,0.9999918575485163,1,14.890218279188684,44,5,43.99999999560001,1.0000000413701846e-05
1827,0.0,0.9999999952090142,0,12.953046929404135,70,70,70.00000000056815,1.561781029818671e-06
1828,0.0,0.9999999952090142,0,13.326934252505206,70,70,70.00000000056815,1.561781029818671e-06
1830,0.0,1.0,1,13.306865618745134,220,0,219.99999998772793,1.0000000413701846e-05
1832,0.0,0.9999999953011228,0,13.375591862987882,70,70,69.99999999693712,3.535534052198428e-06
1833,0.0,0.9999999952206305,0,13.378686178755677,70,70,69.99999999986649,2.6726095624933452e-06
1834,0.0,0.9999999952206305,0,14.119546648334557,70,70,69.99999999986649,2.6726095624933452e-06
1840,0.0,0.9999918575485163,1,13.95778737367148,44,5,43.99999999560001,1.0000000413701846e-05
1858,0.0,1.0,1,14.170911448652669,201,0,200.9999999799404,9.999994862585412e-06
1867,0.0,0.9999999445890747,1,12.893231244803989,59,59,58.99999999705,7.071068104396856e-06
